feature	lfc_(Intercept)	lfc_regionTw	lfc_mol_typeRNA	lfc_region:mol_type	se_(Intercept)	se_regionTw	se_mol_typeRNA	se_region:mol_type	W_(Intercept)	W_regionTw	W_mol_typeRNA	W_region:mol_type	p_(Intercept)	p_regionTw	p_mol_typeRNA	p_region:mol_type	q_(Intercept)	q_regionTw	q_mol_typeRNA	q_region:mol_type	diff_(Intercept)	diff_regionTw	diff_mol_typeRNA	diff_regionTw:mol_typeRNA	passed_ss_(Intercept)	passed_ss_regionTw	passed_ss_mol_typeRNA	passed_ss_region:mol_type
2ZR52	-2.8909779258680586	3.1282268570416156	3.0203423480318383	-2.4764104694671323	0.29876822889779897	0.3788720315041762	0.4954105726404591	0.6100413988507789	-9.676323136945692	8.256684571363337	6.09664491400314	-4.059413794100362	3.5489326265376823e-13	4.192254342598477e-10	3.6727051485887753e-7	2.5122011030001285e-4	4.44024345311973e-12	5.133312834888065e-9	2.165288456289207e-6	0.0027153482292303858	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
301E5	-3.2063796377562226	3.2468600984647087	3.602321760599833	-2.076609955566778	0.2890577330127833	0.34808134141401526	0.458025148250663	0.5613920082122706	-11.092523297463291	9.327877458972514	7.864899502479706	-3.69903725950723	4.340518659120852e-15	1.8734754276874777e-11	1.4508310424748087e-9	6.999098383966432e-4	1.245942323298461e-13	5.118691370161509e-10	1.597739091429805e-8	0.005520460031678028	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
302WR	-3.315536771680536	3.2173021635671097	4.475955920735517	-2.604390556099471	0.375444739080858	0.45171408804019153	0.49468750954190827	0.6425421496169736	-8.83095813194091	7.122430423911969	9.048047169980808	-4.053260253279845	2.8051057782765783e-12	4.889940552775846e-9	1.3297332370351503e-11	2.0983908708368254e-4	2.612627775405473e-11	3.98245856181884e-8	2.400374121699534e-10	0.002462004320693176	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
3037F	-2.676669014812171	2.775322780707502	3.3836121458135944	-2.4933506909806673	0.28420584397613086	0.3865902622656668	0.6125026085939949	0.7157074814264694	-9.418064658223468	7.178977464259785	5.524241200508037	-3.4837566403682056	6.559790449569808e-13	2.323372299317699e-9	1.0228459629632508e-6	0.0010000626054919972	7.362944280254316e-12	2.1872176860781134e-8	5.117152231853292e-6	0.006813063746514901	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3044Z	-3.6788774411360046	2.8676833473799794	4.9376002383086615	-1.6904201077101553	0.3274665843080012	0.36747131484930096	0.41944668342560504	0.5308574265416497	-11.2343598321953	7.803829119440272	11.771699320598911	-3.1843203526842423	1.6295233327582735e-15	9.89105357561048e-10	5.535872344542591e-15	0.0027991203852575364	6.635570594557527e-14	1.0757288702418603e-8	2.254258715184669e-13	0.013614610540516518	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
3051Q	-2.9425928076236576	3.7799545179490766	2.431592039038243	-1.7558661604390844	0.3498371517772085	0.44627170765883784	0.516884715387808	0.6725111938144283	-8.411321646871938	8.470074291240406	4.704321808420799	-2.610909939624879	1.4490892934843784e-11	6.355966310077914e-11	2.6639801475610763e-5	0.012502475573427187	1.098422230688808e-10	1.2470296815003071e-9	9.366725378271977e-5	0.04043360596354233	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3056J	-3.6416984908814203	3.256498798359775	4.935134388664262	-2.0960694565188374	0.30987655040538786	0.38628455000406114	0.4149064318364047	0.5459859933172988	-11.7520944586393	8.430310760100392	11.894571908227633	-3.8390535328270046	2.6868172928455776e-17	3.4291006236041433e-11	1.1210910944735312e-15	3.8379546580431226e-4	3.3604407712661475e-15	8.339382211015076e-10	5.773619136538685e-14	0.003692449783644784	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
3056Q	-2.9004514182511265	3.0628596816468394	3.8236505721523213	-3.2356868282262203	0.39671873644543837	0.4869687093795684	0.6719571820171244	0.8010287081821769	-7.311102682567735	6.2896437135542715	5.69031877994702	-4.039414312090214	1.8326499480170411e-9	5.215554314231497e-7	2.1521485811124687e-6	3.4060672444656716e-4	9.694773592078064e-9	2.8361601255339604e-6	9.969344353248499e-6	0.0033505751376738152	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3057F	-3.246347759054982	3.3975393213639937	3.539948462540449	-2.387600521779098	0.34988382068087437	0.3410915964012455	0.4217591932746565	0.5203870937932517	-9.278359178591296	9.960782843114302	8.393292947701502	-4.588124014327851	3.070731783820734e-11	6.519939557922712e-12	7.207070214086148e-10	5.846752632552433e-5	2.1680852231734297e-10	3.0855173421412616e-10	8.413053296576564e-9	0.0013125210076409372	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
30589	-2.892822951155026	3.083907709381289	2.5438845354459616	-1.6464697694467405	0.2873896396430048	0.3559137653700415	0.48336908955589314	0.5825592212108505	-10.065856774616122	8.664760988311222	5.262820048719326	-2.826270204812053	1.102894991207085e-13	1.1932468863955154e-10	6.0210431831642576e-6	0.007721818652373456	1.6365840081386492e-12	1.9526871944659323e-9	2.5161925092411968e-5	0.02858542169197869	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
3058J	-3.366859912668457	2.8839814564804613	4.1812512006823805	-1.921698496908901	0.38466773989541775	0.39632524674441655	0.4456062530273914	0.5794409238853279	-8.752644330361127	7.276804796491534	9.383286639887793	-3.3164700967672895	1.462042281482855e-10	1.4646567871504994e-8	1.1030447048428507e-10	0.0022909277574407194	9.175756397406735e-10	1.0775689219750103e-7	1.5328819668093901e-9	0.011868090246386685	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
30595	-4.144787909666376	3.14764524406819	6.5673232142019256	-2.2170770706118823	0.285129579090928	0.3610557890188121	0.3748799788550154	0.5112079188079013	-14.536506254037574	8.717891638358935	17.518468802362566	-4.336938042317382	7.769907152955004e-22	7.526395590499597e-12	1.933203235325821e-22	7.420890770568906e-5	7.786747426970262e-19	3.363013796346819e-10	1.5466870292606612e-19	0.001459997723513051	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
