TYPE	ACCESSION	ALIAS
RUN	ERR14950452	ena-RUN-TAB-07-05-2025-22:52:54:209-85810
RUN	ERR14950453	ena-RUN-TAB-07-05-2025-22:52:54:209-85812
RUN	ERR14950454	ena-RUN-TAB-07-05-2025-22:52:54:209-85814
RUN	ERR14950455	ena-RUN-TAB-07-05-2025-22:52:54:210-85816
RUN	ERR14950456	ena-RUN-TAB-07-05-2025-22:52:54:210-85818
RUN	ERR14950457	ena-RUN-TAB-07-05-2025-22:52:54:210-85820
RUN	ERR14950458	ena-RUN-TAB-07-05-2025-22:52:54:211-85822
RUN	ERR14950459	ena-RUN-TAB-07-05-2025-22:52:54:211-85824
RUN	ERR14950460	ena-RUN-TAB-07-05-2025-22:52:54:211-85826
RUN	ERR14950461	ena-RUN-TAB-07-05-2025-22:52:54:212-85828
RUN	ERR14950462	ena-RUN-TAB-07-05-2025-22:52:54:213-85830
RUN	ERR14950463	ena-RUN-TAB-07-05-2025-22:52:54:213-85832
RUN	ERR14950464	ena-RUN-TAB-07-05-2025-22:52:54:214-85834
RUN	ERR14950465	ena-RUN-TAB-07-05-2025-22:52:54:214-85836
RUN	ERR14950466	ena-RUN-TAB-07-05-2025-22:52:54:214-85838
RUN	ERR14950467	ena-RUN-TAB-07-05-2025-22:52:54:215-85840
RUN	ERR14950468	ena-RUN-TAB-07-05-2025-22:52:54:215-85842
RUN	ERR14950469	ena-RUN-TAB-07-05-2025-22:52:54:215-85844
RUN	ERR14950470	ena-RUN-TAB-07-05-2025-22:52:54:216-85846
RUN	ERR14950471	ena-RUN-TAB-07-05-2025-22:52:54:216-85848
RUN	ERR14950472	ena-RUN-TAB-07-05-2025-22:52:54:216-85850
RUN	ERR14950473	ena-RUN-TAB-07-05-2025-22:52:54:217-85852
RUN	ERR14950474	ena-RUN-TAB-07-05-2025-22:52:54:217-85854
RUN	ERR14950475	ena-RUN-TAB-07-05-2025-22:52:54:217-85856
RUN	ERR14950476	ena-RUN-TAB-07-05-2025-22:52:54:218-85858
RUN	ERR14950477	ena-RUN-TAB-07-05-2025-22:52:54:218-85860
RUN	ERR14950478	ena-RUN-TAB-07-05-2025-22:52:54:218-85862
RUN	ERR14950479	ena-RUN-TAB-07-05-2025-22:52:54:219-85864
RUN	ERR14950480	ena-RUN-TAB-07-05-2025-22:52:54:219-85866
RUN	ERR14950481	ena-RUN-TAB-07-05-2025-22:52:54:219-85868
RUN	ERR14950482	ena-RUN-TAB-07-05-2025-22:52:54:220-85870
RUN	ERR14950483	ena-RUN-TAB-07-05-2025-22:52:54:220-85872
RUN	ERR14950484	ena-RUN-TAB-07-05-2025-22:52:54:220-85874
RUN	ERR14950485	ena-RUN-TAB-07-05-2025-22:52:54:221-85876
RUN	ERR14950486	ena-RUN-TAB-07-05-2025-22:52:54:221-85878
RUN	ERR14950487	ena-RUN-TAB-07-05-2025-22:52:54:221-85880
RUN	ERR14950488	ena-RUN-TAB-07-05-2025-22:52:54:222-85882
RUN	ERR14950489	ena-RUN-TAB-07-05-2025-22:52:54:222-85884
SUBMISSION	ERA33120983	ena-SUBMISSION-TAB-07-05-2025-22:52:54:222-85885
